CRIM__log,ZN__log,INDUS__sq,CHAS__log,NOX__sq,RM__sq,AGE__sq,DIS__log,RAD__log,TAX__sq,PTRATIO__sq,B__log,LSTAT__sq,PC1,PC2,PC3,PC4,PC5,PC6,PC7,MEDV
0.0,0.8919980393051105,1.6554327927674364,0.0,0.28944400000000003,0.1707862414214139,0.014374755205732807,0.13109403566396438,0.0,0.4434883096617191,2.124475228009399,0.36507072700873877,1.1545480372701697,-2.274018444167945,-0.19267397275830658,1.1452071705805156,-0.4567234110686864,0.7110973095196232,-0.07091143859788797,-0.24310112004835757,24.0
0.0,0.0,0.3514051748764288,0.0,0.21996099999999996,0.037667973113251624,0.13454475364271212,0.4425097692037546,0.0,0.9728929911028426,0.09168450907852511,0.36507072700873877,0.24201728677375237,-1.2627071438588715,1.1039783760407877,1.1703134757356162,0.3253446974545676,0.1998610545854192,-0.16889168954427486,0.36916526465938626,21.6
0.0,0.0,0.3514051748764288,0.0,0.21996099999999996,1.6421027007697993,0.07051625608115474,0.4425097692037546,0.0,0.9728929911028426,0.09168450907852511,0.33363612872325443,1.4581345294353454,-1.7071368687467432,0.8048852980308774,1.7917017514377729,-0.3903120021239873,-0.6117636184091213,-0.23081609558050856,0.19733647740218788,34.7
0.0,0.0,1.7045540046438048,0.0,0.209764,1.0308295437760742,0.654623116256784,0.7307661958682586,0.0,1.2210727431248798,0.012751005120039316,0.3476604202939347,1.8500645641703586,-2.054230323728273,0.5295337865273918,1.9025019957477325,0.33163975350537817,-1.2198117785989755,-0.5291435949912567,0.1362778434688868,33.4
0.0,0.0,1.7045540046438048,0.0,0.209764,1.5064175848038424,0.2607882802662711,0.7307661958682586,0.0,1.2210727431248798,0.012751005120039316,0.36507072700873877,1.0516228677169654,-1.9376904271014257,0.5871584751699678,1.850220243877118,0.20025671953950236,-1.0596507069545302,-0.4433248000166052,0.444939879447099,36.2
0.0,0.0,1.7045540046438048,0.0,0.209764,0.042804150439768214,0.1230676340563997,0.7307661958682586,0.0,1.2210727431248798,0.012751005120039316,0.34370679905364954,1.08637026519332,-1.769936045617066,0.7303665147792037,1.501046989375851,0.8080020294578982,-0.7024224267186988,-0.509959075788793,0.2090032325315712,28.7
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.15056491411917208,0.00492231129362329,0.6089033627827461,0.0,0.3328690091948453,2.261259569270794,0.3551371867206105,0.0009757318205292592,-1.566983307719355,0.225769257202353,0.3644078842260437,0.29144333890231644,1.086224365602927,-0.17097957933932226,-0.6624062478982646,22.9
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.025698307300154474,0.9561721894568118,0.7048904068619252,0.0,0.3328690091948453,2.261259569270794,0.36507072700873877,0.8277357841391855,-1.1859853790964334,0.43289059781932016,0.0575397879736949,0.15087717503318263,1.6765426552241516,0.006393403626220364,0.19974443991926666,27.1
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.8654307057777064,1.246325952179273,0.7353066620102828,0.0,0.3328690091948453,2.261259569270794,0.28376686182830263,5.8533964400579945,-0.687488695926462,0.6365571051874592,-0.711582478180957,0.9436879418925572,2.5175365846985334,-0.20455041126664175,0.4111744951702615,16.5
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.1595307061963143,0.37881727446710206,0.8451470665704516,0.0,0.3328690091948453,2.261259569270794,0.28442643354594543,0.38778977934308967,-1.3471873755881703,0.2898219682969838,0.06678896964606924,0.4046204921212001,1.4572184427310801,-0.2273505573914849,-0.14539563830739013,18.9
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.017281568065159417,0.8352037540719348,0.7937975986661688,0.0,0.3328690091948453,2.261259569270794,0.3312008553409614,1.192126865734395,-1.2189081737304412,0.34838456493540315,0.08945455214224649,0.0696464208914537,1.5963184603184115,-0.06993871525011203,0.29818945793485835,15.0
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.15389670153050813,0.25898438941847063,0.7676942220314402,0.0,0.3328690091948453,2.261259569270794,0.36507072700873877,0.007463727020961526,-1.4823840059281048,0.2755842279601724,0.27692012625390505,0.2801621887144463,1.2542550086873872,-0.09403890127042101,-0.3360710678741201,18.9
0.0,0.6931471805599453,0.22674958476542237,0.0,0.27457600000000004,0.317066661693942,1.1038878136438535,0.580182980016499,0.0,0.3328690091948453,2.261259569270794,0.31518539637505383,0.18325142500669345,-1.630883748000856,0.10120852353843948,0.22361374620739755,0.7273449320108606,1.0063482548939966,-0.45801539377444733,-1.129697204100063,21.7
0.0987802191620257,0.0,0.19081671516319607,0.0,0.28944400000000003,0.22818937339028467,0.057927430520779,0.3599970763254068,0.0,0.3608184531439675,1.381336527600245,0.36507072700873877,0.37845074329664263,-0.7519294796070723,1.117603632551802,0.5273671465773325,1.244775728143601,-0.8905325109533215,-0.08076367076777545,0.4036372410817713,20.4
0.10084446966925141,0.0,0.19081671516319607,0.0,0.28944400000000003,0.07207825229227878,0.3200682579012805,0.27512100159856695,0.0,0.3608184531439675,1.381336527600245,0.2277095115370241,0.11230078798471009,-0.4804630034110071,1.2881812339348304,0.4034994457903249,0.8744761340650336,-0.565079106933956,-0.05126297593421131,1.0003565385594844,18.2
0.09818280579282532,0.0,0.19081671516319607,0.0,0.28944400000000003,0.41134968972334524,0.18401172868390497,0.2882709888897781,0.0,0.3608184531439675,1.381336527600245,0.3552907601840898,0.34313365231297444,-0.7394284061302947,1.1221412251660874,0.4788809713212167,1.3695584933972689,-0.8696509620502583,-0.13010753397902874,0.2629150014261373,19.9
0.2003344431759387,0.0,0.19081671516319607,0.0,0.28944400000000003,0.24762289441254684,1.946742618065645,0.2882709888897781,0.0,0.3608184531439675,1.381336527600245,0.2855796382837411,0.7232526927413161,-0.9375950173087193,0.8216735666030928,0.7084489916195834,1.4545499980121401,-1.3227156800543338,-0.39852399941180616,-0.2697163657850486,23.1
