Cement__sq,Blast Furnace Slag__sq,Fly Ash__sq,Water__sq,Superplasticizer__sq,Coarse Aggregate__sq,Fine Aggregate__sq,Age__log,PC1,PC2,PC3,PC4,PC5,PC6,Strength
6.274366437597501,0.019698368728839642,0.0,0.8850409674947836,0.3562101003885671,0.7155150586898521,1.4483686766616066,0.0,-0.30064322498583446,0.031533289075444476,2.5495933551327075,-1.656982113366602,0.6421468707690162,-0.26315168630735664,79.99
6.274366437597501,0.019698368728839642,0.0,0.8850409674947836,0.3562101003885671,1.080000788355964,1.4483686766616066,0.0,-0.30664879755782054,-0.019823026608181502,2.527843583025983,-1.8235937424015443,0.6243086727577775,-0.27055406399737125,61.89
0.2665232860618787,0.7389966143428748,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,1.781502969060866,-5.287621787680496,1.8072853731217133,0.002090304128184613,0.360432105417022,-1.0996699777864707,-0.0591501448635801,40.27
0.2665232860618787,0.7389966143428748,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,2.064017071354204,-6.478569231371252,3.1619057873417784,-0.6009841774093087,0.06626969718739817,-1.3029796622231722,-0.14284504952444044,41.05
0.5882786402617153,0.6221611572791629,0.0,0.21630721410616524,1.0386322051301158,0.002689329332833853,0.4321083119146427,2.0509790770160743,-4.403812937106453,3.734197214900291,-3.023355980973777,-0.6650586635737874,-0.059659285713840465,-0.8878067786709649,44.3
0.014654194232807416,0.4351369652200678,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,1.6337034461296718,0.8177099032017076,-2.6220019642267327,-0.7128789209509255,0.19306513725820787,1.0387995484796841,-0.274748900895136,0.16698573990161156,47.03
0.94377887082659,0.27700831024930744,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,2.064017071354204,-6.5082891507687854,3.325263462826884,-0.2362936100018948,-0.07844004690520223,-1.013219304275033,0.08441652279412372,43.7
0.94377887082659,0.27700831024930744,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,0.0,-2.2835597978868387,-1.4800742170906083,1.9030337613468968,0.9650623907093577,-0.29200495001010296,0.3813131845910704,36.45
0.014654194232807416,0.4351369652200678,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,1.6337034461296718,0.0,-1.8447520536075024,-1.5969469807577046,0.5866505883668877,1.2307792254295438,-0.1420625805259203,0.2216076776802783,45.85
3.5416627668587353,0.019698368728839642,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,0.0,-2.342999636681904,-1.1533588661203962,2.6324148961617246,0.6756429025241566,0.2875157658861751,0.8358363292281986,39.29
0.5882786402617153,0.6221611572791629,0.0,0.21630721410616524,1.0386322051301158,0.002689329332833853,0.4321083119146427,0.8177099032017076,-1.0190149392485135,-0.11577659393568247,-1.309354822919849,0.1709818650788274,0.5181682384746793,-0.6499370496348356,38.07
0.5882786402617153,0.6221611572791629,0.0,0.21630721410616524,1.0386322051301158,0.002689329332833853,0.4321083119146427,0.0,-0.24176502862928292,-0.9998446537424615,-0.9157693718111694,0.3629615420286871,0.650854558843895,-0.5953151118561688,28.02
2.035492031092209,0.03724222837796245,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,4.946792338233178,1.781502969060866,-5.347061626475561,2.1340007240919254,0.7314714389430126,0.07101261723182094,-0.5201492618901928,0.39537299977354823,43.01
0.7215019847731896,1.423207140658664,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,1.6337034461296718,0.8177099032017076,-2.5744500931906806,-0.9742512017270949,-0.3904397705936544,1.2703351390278448,-0.7383654736121581,-0.19663277580809105,42.33
0.059109571443487476,0.1544352108341028,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,1.6337034461296718,0.0,-1.8685279891255286,-1.46626084036962,0.8784030422928187,1.1150114301554632,0.08974570583259082,0.4034169355351297,47.81
0.94377887082659,0.019698368728839642,0.0,4.631594059101745,1.0386322051301158,0.2983738955679717,1.6337034461296718,0.8177099032017076,-2.693329770780811,-0.3208204997866713,1.0683224990360014,0.6914961626574428,0.4206759581803977,0.7124135134661655,52.91
