X1__sq,X2__sq,X3__sq,X4__sq,X5__sq,X6__sq,X7__sq,X8__sq,Y1__sq,PC1,PC2,PC3,PC4,Y2
0.9603999999999999,3.1851963141025657,0.3153782894736842,2.1583113544330774,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.44846964552393864,-1.645234334252309,1.6935777533310203,1.7744338913755633,1.384912082986532,21.33
0.9603999999999999,3.1851963141025657,0.3153782894736842,2.1583113544330774,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.44846964552393864,-1.6448115906667564,1.6960256219817098,1.7960850748641646,0.49133596488303805,21.33
0.9603999999999999,3.1851963141025657,0.3153782894736842,2.1583113544330774,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.44846964552393864,-1.6443888470812038,1.6984734906323995,1.8177362583527656,-0.40224015322045603,21.33
0.9603999999999999,3.1851963141025657,0.3153782894736842,2.1583113544330774,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.44846964552393864,-1.6439661034956512,1.700921359283089,1.839387441841367,-1.2958162713239503,21.33
0.81,1.5090599504662014,0.0,1.4349577738704176,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.021143455728725946,-1.5954262762704294,0.8359871465280238,1.8162242044024797,1.3847226025257058,28.28
0.81,1.5090599504662014,0.0,1.4349577738704176,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.007049644184094588,-1.6247302039126987,0.825718385770824,1.8350257694396568,0.4911604255886839,25.38
0.81,1.5090599504662014,0.0,1.4349577738704176,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.02505625515766711,-1.5883477773902648,0.8435492738665407,1.8601240720227226,-0.4024325568290909,25.16
0.81,1.5090599504662014,0.0,1.4349577738704176,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.0677929964629842,-1.538540402571395,0.8671231558884008,1.8865092990677217,-1.2960318352575306,29.6
0.7395999999999999,0.9030721882284389,0.3153782894736842,0.4296188991901106,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.07740078567919144,-1.0329079544850681,1.1969550474674102,1.750235606313341,1.3850354744169802,27.3
0.7395999999999999,0.9030721882284389,0.3153782894736842,0.4296188991901106,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.054574686131389424,-1.0540610206616443,1.1901731044510835,1.7698185183452633,0.49146947490205484,21.97
0.7395999999999999,0.9030721882284389,0.3153782894736842,0.4296188991901106,0.9986979166666667,0.19973958333333336,0.0,3.2883955792682933,0.08647535978087162,-1.0243910682874282,1.2051324955837284,1.7942733586973625,-0.40212035951038766,23.49
0.7395999999999999,0.9030721882284389,0.3153782894736842,0.4296188991901106,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.15693176093099034,-0.9745836934685583,1.2287063776055884,1.8206585857423616,-1.2957196379388274,27.87
0.6723999999999999,0.4518047057109564,0.0,0.4296188991901106,0.9986979166666667,1.7976562500000002,0.0,3.2883955792682933,0.2714615553632983,-0.8792339830061777,0.6366523580436944,1.8296146743389234,1.384660429996587,23.77
