fixed acidity__log,volatile acidity__sq,citric acid__sq,residual sugar__log,chlorides__log,free sulfur dioxide__log,total sulfur dioxide__log,density__sq,pH__sq,sulphates__log,alcohol__sq,quality__sq,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Id
0.0,0.8815730634046994,0.0,0.0,0.07325046173959267,0.0,0.0,0.30870377270826505,1.6132529924653793,0.0,0.9272925279793011,0.6648240933323804,-0.8199186231946591,-1.283247905121559,-1.4633339834536903,0.09135505997995803,-0.6633655739376124,0.5187002253824078,0.6150158421442853,-0.1882961453040534,0
0.0,3.767338147376513,0.0,0.0488266144487674,0.0934903430873389,0.6499885853699919,0.4966425086978604,0.00130673328986092,0.5021385692059677,0.122946425483153,0.3520539560990836,0.6648240933323804,-0.06526528766821331,-1.9743290007019338,0.1009019817098111,-0.1971460060190485,-0.2628047454134637,-1.4971051122278598,-0.037800645778216485,0.31663449386929976,1
0.0,1.6203640635935261,0.0016,0.0,0.0880108773227133,0.0,0.22044990654106972,0.019611550849729795,0.10603637414144908,0.0,0.3520539560990836,0.6648240933323804,-0.10704026807965843,-1.3212685356835536,-0.6426096676059112,-0.20347479869876903,-0.28189768510496366,-0.7673513203385085,-0.15368358485492625,0.23774767855935308,2
0.9757157332627988,1.9576955071993605,0.31360000000000005,0.0,0.07232066157962612,0.12669271367382126,0.35743946444942853,0.4349450660776436,0.9291817924666731,0.0,0.3520539560990836,0.181133596355019,1.9497674900803863,0.3548322787448304,0.23871888072002134,-0.8071676142138923,1.324899546754891,0.6130650692338864,0.4984341239259729,-0.2857595555938448,3
0.0,0.8815730634046994,0.0,0.0,0.07325046173959267,0.0,0.0,0.30870377270826505,1.6132529924653793,0.0,0.9272925279793011,0.6648240933323804,-0.8199186231946591,-1.283247905121559,-1.4633339834536903,0.09135505997995803,-0.6633655739376124,0.5187002253824078,0.6150158421442853,-0.1882961453040534,4
0.0,0.5130072268723961,0.0,0.0,0.07232066157962612,0.0,0.0,0.30870377270826505,1.6132529924653793,0.0,0.9272925279793011,0.6648240933323804,-0.805867809022814,-1.316466647068718,-1.2080573011129974,-0.06246737491434533,-0.5585347387271757,0.6492343272631514,0.6293843098396905,-0.2682396462469389,5
0.0,0.1461007174643103,0.0036,0.0,0.06672363204290818,0.0,0.33587176666578866,0.02945898365584165,0.004943337316125731,0.0,0.9272925279793011,0.6648240933323804,-0.45857968066442595,-1.3391093763434594,-0.8170565723821988,-0.5886893316830194,0.8485443800848571,0.17661157335137836,0.06037153236586676,0.15607669401940638,6
0.0,0.4363609548551842,0.0,0.0,0.06297479916138844,0.0,0.0,1.2247152208169296,0.2541861521208982,0.0,0.16689829373793028,2.7774332834730595,-1.6087650227872243,0.7127418138672623,-0.692783494733696,-0.2050076341543952,0.7639939310540325,-0.20115644588825207,1.4955156161446739,1.1034455023688376,7
0.0,0.07338314643238054,0.0004,0.0,0.07045846364856141,0.0,0.0,0.00130673328986092,0.09776642190467841,0.0,0.7578669791145087,2.7774332834730595,-0.3069632551977506,0.7374836884062959,-0.9222520030351645,0.051825507433523064,0.029034377219581742,0.3354190267316687,1.4438857753715804,1.2951802316593601,8
0.0,0.07338314643238054,0.0064,0.0,0.0925791812930931,0.0,0.4588075223140107,0.1860778318990078,0.03919234640701822,0.0,1.3173754374983664,0.6648240933323804,-0.722453061483704,-1.3799934864142172,-0.48601916386255295,-0.8484698617504413,0.4513001069208574,0.267021728483184,-0.3412657290200612,0.6763254732773653,10
