sepal_length__sq,sepal_width__sq,petal_length__sq,petal_width__sq,PC1,PC2,species
0.832455871066204,1.0332645117850885,1.830909070486466,1.7719578252483428,-2.2838456225290544,-0.4849180211418155,0
1.3308290965263083,0.0162934426272497,1.830909070486466,1.7719578252483428,-2.1082207229574865,0.6637454242021369,0
1.9455817725704267,0.1089072702913615,1.9879809567313491,1.7719578252483428,-2.387905720146964,0.33135985815016555,0
2.2966004045614925,0.010237923126134838,1.680300324137453,1.7719578252483428,-2.324487741428463,0.5857057808268686,0
1.067095052473255,1.5508333256156812,1.830909070486466,1.7719578252483428,-2.4071654260376447,-0.6517020003895121,0
0.303107502721066,3.7318889671055033,1.3984722511270395,1.139029017408768,-2.087781437179137,-1.487676578301148,0
2.2966004045614925,0.6204205646208378,1.830909070486466,1.4380831416218902,-2.463887078976505,-0.057019813812977944,0
1.067095052473255,0.6204205646208378,1.680300324137453,1.7719578252483428,-2.253473033982849,-0.22938970602169154,0
3.0859222564816258,0.1270738287947061,1.830909070486466,1.7719578252483428,-2.36287873485294,1.1003095883973806,0
1.3308290965263083,0.010237923126134838,1.680300324137453,2.140653068288124,-2.2101153891744434,0.4594816452195007,0
0.303107502721066,2.1731270061126153,1.680300324137453,1.7719578252483428,-2.1824583265372355,-1.0444851928702525,0
1.6236580032253674,0.6204205646208378,1.5361547176843109,1.7719578252483428,-2.346420248945235,-0.14064537014926382,0
1.6236580032253674,0.0162934426272497,1.830909070486466,2.140653068288124,-2.2458335809728305,0.7173747452264676,0
3.5242254764107015,0.0162934426272497,2.321514148908727,2.140653068288124,-2.659951264326422,0.9457387433463544,0
0.004637755304926581,4.668357247601462,2.1515159828721027,1.7719578252483428,-2.21057978960851,-1.8560335023885486,0
0.035612898189956936,9.46147903624871,1.680300324137453,1.139029017408768,-2.266500814527956,-2.678938602916184,0
0.303107502721066,3.7318889671055033,1.9879809567313491,1.139029017408768,-2.2199629978683206,-1.4829470085274628,0
0.832455871066204,1.0332645117850885,1.830909070486466,1.4380831416218902,-2.2092290670810515,-0.49358397800822146,0
0.035612898189956936,2.900145553275887,1.3984722511270395,1.4380831416218902,-1.913085583983868,-1.4021533705028948,0
